Chemical Name	Chemical ID	CAS RN	Gene Symbol	Gene ID	Interaction	Interaction Actions	Reference Count	Organism Count
bisphenol A	C006780	80-05-7	SMAD3	4088	Fulvestrant inhibits the reaction [bisphenol A results in decreased phosphorylation of SMAD3 protein]	decreases^phosphorylation|decreases^reaction	2	1
bisphenol A	C006780	80-05-7	SMAD3	4088	Genistein inhibits the reaction [bisphenol A results in decreased phosphorylation of SMAD3 protein]	decreases^phosphorylation|decreases^reaction	1	1
bisphenol A	C006780	80-05-7	SMAD4	4089	bisphenol A results in decreased expression of SMAD4 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMAD5	4090	bisphenol A results in decreased expression of SMAD5 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMAD6	4091	bisphenol A affects the expression of SMAD6 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMAD6	4091	bisphenol A results in increased expression of SMAD6 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMAD7	4092	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SMAD7 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMAD7	4092	bisphenol A results in decreased methylation of SMAD7 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMAD7	4092	bisphenol A results in increased expression of SMAD7 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMAD9	4093	bisphenol A results in decreased expression of SMAD9 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMAGP	57228	bisphenol A results in decreased expression of SMAGP mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMAP2	64744	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SMAP2 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMARCA1	6594	bisphenol A affects the expression of SMARCA1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMARCA1	6594	bisphenol A results in increased expression of SMARCA1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMARCA1	6594	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMARCA1 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SMARCA2	6595	bisphenol A results in decreased expression of SMARCA2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMARCA2	6595	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMARCA2 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SMARCB1	6598	bisphenol A results in decreased methylation of SMARCB1 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMARCC2	6601	bisphenol A results in increased expression of SMARCC2 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMARCD2	6603	bisphenol A results in decreased expression of SMARCD2 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMARCD3	6604	bisphenol A results in decreased methylation of SMARCD3 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMC1A	8243	bisphenol A results in decreased methylation of SMC1A promoter	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMC2	10592	bisphenol A results in increased expression of SMC2 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMC4	10051	bisphenol A analog results in decreased expression of SMC4 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMC4	10051	bisphenol A results in decreased expression of SMC4 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMC4	10051	bisphenol A results in increased expression of SMC4 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMC5-DT	100507299	bisphenol A results in increased methylation of SMC5-DT gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMC6	79677	bisphenol A affects the methylation of SMC6 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	SMCO4	56935	bisphenol A results in decreased methylation of SMCO4 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMG1	23049	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of SMG1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMG1P4	100507526	bisphenol A results in increased expression of SMG1P4 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMG1P6	100422558	bisphenol A results in increased expression of SMG1P6 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMG5	23381	bisphenol A results in decreased methylation of SMG5 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMG5	23381	bisphenol A results in increased expression of SMG5 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMG5	23381	[[ginger extract results in increased abundance of Oils, Volatile] which co-treated with bisphenol A] affects the expression of SMG5 protein	affects^cotreatment|affects^expression|increases^abundance	1	1
bisphenol A	C006780	80-05-7	SMG6	23293	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SMG6 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMG6	23293	bisphenol A results in decreased methylation of SMG6 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMG9	56006	bisphenol A results in decreased expression of SMG9 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM10	644538	bisphenol A results in decreased methylation of SMIM10 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM10L1	100129361	bisphenol A affects the methylation of SMIM10L1 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM11	54065	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMIM11 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM12	113444	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SMIM12 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM12	113444	bisphenol A results in decreased expression of SMIM12 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM13	221710	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SMIM13 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM14	201895	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMIM14 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM2	79024	bisphenol A results in decreased expression of SMIM2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM20	389203	bisphenol A affects the expression of SMIM20 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMIM21	284274	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SMIM21 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM24	284422	bisphenol A affects the expression of SMIM24 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMIM26	388789	bisphenol A affects the expression of SMIM26 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMIM29	221491	bisphenol A results in increased expression of SMIM29 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM3	85027	bisphenol A affects the expression of SMIM3 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMIM3	85027	bisphenol A results in decreased methylation of SMIM3 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM31	100505989	bisphenol A results in decreased methylation of SMIM31 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM35	100526771	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SMIM35 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMIM43	132332	bisphenol A results in decreased expression of SMIM43 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM7	79086	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMIM7 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SMIM9	100132963	bisphenol A results in decreased methylation of SMIM9 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMLR1	100507203	bisphenol A affects the expression of SMLR1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMO	6608	bisphenol A affects the expression of SMO mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMOC1	64093	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMOC1 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SMOC2	64094	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMOC2 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SMOX	54498	bisphenol A affects the expression of SMOX mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMOX	54498	bisphenol A results in increased expression of SMOX mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMPD4	55627	bisphenol A results in decreased expression of SMPD4 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMPDL3A	10924	bisphenol A results in increased expression of SMPDL3A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SMPX	23676	bisphenol A results in increased methylation of SMPX gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMR3B	10879	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SMR3B gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMS	6611	bisphenol A results in decreased expression of SMS mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMS	6611	bisphenol A results in increased expression of SMS mRNA	increases^expression	2	1
bisphenol A	C006780	80-05-7	SMS	6611	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of SMS mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMTN	6525	bisphenol A results in decreased expression of SMTN mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMURF2	64750	bisphenol A results in decreased expression of SMURF2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SMYD2	56950	bisphenol A affects the expression of SMYD2 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SMYD2	56950	bisphenol A results in decreased expression of SMYD2 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SMYD3	64754	bisphenol A results in decreased expression of SMYD3 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SMYD3	64754	bisphenol A results in increased methylation of SMYD3 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SMYD4	114826	bisphenol A affects the methylation of SMYD4 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	SMYD4	114826	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SMYD4 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SMYD4	114826	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SMYD4 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI1	6615	3,3'-diindolylmethane inhibits the reaction [bisphenol A results in increased expression of SNAI1 protein]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI1	6615	bisphenol A results in increased expression of SNAI1 mRNA	increases^expression	2	1
bisphenol A	C006780	80-05-7	SNAI1	6615	bisphenol A results in increased expression of SNAI1 protein	increases^expression	2	1
bisphenol A	C006780	80-05-7	SNAI1	6615	Fulvestrant inhibits the reaction [bisphenol A results in increased expression of SNAI1 mRNA]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI1	6615	Fulvestrant inhibits the reaction [bisphenol A results in increased expression of SNAI1 protein]	decreases^reaction|increases^expression	2	1
bisphenol A	C006780	80-05-7	SNAI1	6615	[Phenolsulfonphthalein co-treated with bisphenol A deficiency] results in increased expression of SNAI1 protein	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI1	6615	[Phenolsulfonphthalein deficiency co-treated with bisphenol A deficiency] inhibits the reaction [ESRRG protein binds to GJA1 protein binds to SNAI1 protein]	affects^binding|affects^cotreatment|decreases^reaction	1	1
bisphenol A	C006780	80-05-7	SNAI1	6615	[Phenolsulfonphthalein deficiency co-treated with bisphenol A deficiency] results in decreased expression of SNAI1 protein	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI1	6615	[Phenolsulfonphthalein deficiency co-treated with bisphenol A] inhibits the reaction [ESRRG protein binds to GJA1 protein binds to SNAI1 protein]	affects^binding|affects^cotreatment|decreases^reaction	1	1
bisphenol A	C006780	80-05-7	SNAI1	6615	[Phenolsulfonphthalein deficiency co-treated with bisphenol A] results in increased expression of SNAI1 protein	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI2	6591	3,3'-diindolylmethane inhibits the reaction [bisphenol A results in increased expression of SNAI2 protein]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI2	6591	bisphenol A results in decreased expression of SNAI2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI2	6591	bisphenol A results in increased expression of SNAI2 mRNA	increases^expression	2	1
bisphenol A	C006780	80-05-7	SNAI2	6591	bisphenol A results in increased expression of SNAI2 protein	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI2	6591	Fulvestrant inhibits the reaction [bisphenol A results in increased expression of SNAI2 mRNA]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI2	6591	Fulvestrant inhibits the reaction [bisphenol A results in increased expression of SNAI2 protein]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI2	6591	plerixafor inhibits the reaction [bisphenol A results in increased expression of SNAI2 protein]	decreases^reaction|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAI3-AS1	197187	bisphenol A results in increased expression of SNAI3-AS1 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNAP25	6616	bisphenol A affects the methylation of SNAP25 gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	SNAP25	6616	bisphenol A results in decreased methylation of SNAP25 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNAP25-AS1	100131208	bisphenol A results in increased methylation of SNAP25-AS1 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNAP29	9342	bisphenol A results in decreased expression of SNAP29 protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNAPC4	6621	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of SNAPC4 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNAR-B2	100170217	bisphenol A affects the expression of SNAR-B2 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNCA	6622	bisphenol A results in decreased expression of SNCA protein	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNCA	6622	bisphenol A results in increased methylation of SNCA gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNCAIP	9627	bisphenol A results in decreased methylation of SNCAIP gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SND1	27044	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SND1 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNED1	25992	bisphenol A results in decreased methylation of SNED1 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNF8	11267	bisphenol A results in increased expression of SNF8 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG1	23642	bisphenol A affects the expression of SNHG1 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNHG1	23642	bisphenol A results in decreased expression of SNHG1 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG1	23642	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of SNHG1 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG12	85028	bisphenol A results in decreased expression of SNHG12 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG16	100507246	bisphenol A results in decreased expression of SNHG16 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG17	388796	bisphenol A affects the expression of SNHG17 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNHG17	388796	bisphenol A results in decreased expression of SNHG17 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG29	125144	bisphenol A affects the expression of SNHG29 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNHG29	125144	bisphenol A results in decreased expression of SNHG29 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG3	8420	bisphenol A results in decreased expression of SNHG3 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG32	50854	bisphenol A affects the expression of SNHG32 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNHG32	50854	bisphenol A results in decreased expression of SNHG32 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG5	387066	bisphenol A affects the expression of SNHG5 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNHG6	641638	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SNHG6 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNHG7	84973	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in decreased expression of SNHG7 mRNA	affects^cotreatment|decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNHG8	100093630	bisphenol A affects the expression of SNHG8 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNIP1	79753	[INS protein co-treated with Dexamethasone co-treated with 1-Methyl-3-isobutylxanthine co-treated with Indomethacin co-treated with bisphenol A] results in increased expression of SNIP1 mRNA	affects^cotreatment|increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA12	677800	bisphenol A affects the expression of SNORA12 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA16A	692073	bisphenol A affects the expression of SNORA16A mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA17	100306954	bisphenol A affects the expression of SNORA17 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA18	677805	bisphenol A affects the expression of SNORA18 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA20	677806	bisphenol A affects the expression of SNORA20 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA20	677806	bisphenol A results in increased methylation of SNORA20 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORA21	619505	bisphenol A results in decreased expression of SNORA21 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA22	677807	bisphenol A affects the expression of SNORA22 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA24	677809	bisphenol A affects the expression of SNORA24 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA25	684959	bisphenol A results in increased expression of SNORA25 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA27	619499	bisphenol A affects the expression of SNORA27 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA28	677811	bisphenol A results in decreased expression of SNORA28 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA28	677811	bisphenol A results in increased expression of SNORA28 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA2A	677793	bisphenol A affects the expression of SNORA2A mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA34	100217417	bisphenol A affects the expression of SNORA34 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA36A	677817	bisphenol A results in increased expression of SNORA36A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA37	677819	bisphenol A results in decreased expression of SNORA37 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA38B	100124536	bisphenol A results in decreased expression of SNORA38B mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA3A	619562	bisphenol A affects the expression of SNORA3A mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA3B	677826	bisphenol A results in decreased expression of SNORA3B mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA4	619568	bisphenol A affects the expression of SNORA4 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA4	619568	bisphenol A results in increased expression of SNORA4 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA41	619569	bisphenol A affects the expression of SNORA41 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA41	619569	bisphenol A results in increased expression of SNORA41 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA43	100306955	bisphenol A affects the expression of SNORA43 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA47	677828	bisphenol A results in increased methylation of SNORA47 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORA48	652965	bisphenol A affects the expression of SNORA48 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA50C	677842	bisphenol A affects the expression of SNORA50C mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA52	619565	bisphenol A affects the expression of SNORA52 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA57	692158	bisphenol A affects the expression of SNORA57 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA5A	654319	bisphenol A results in decreased expression of SNORA5A mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA61	677838	bisphenol A affects the expression of SNORA61 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA63	6043	bisphenol A affects the expression of SNORA63 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA64	26784	bisphenol A results in decreased expression of SNORA64 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA65	26783	bisphenol A results in decreased expression of SNORA65 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA66	26782	bisphenol A results in decreased expression of SNORA66 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA67	26781	bisphenol A affects the expression of SNORA67 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA68	26780	bisphenol A affects the expression of SNORA68 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA70	26778	bisphenol A affects the expression of SNORA70 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA71A	26777	bisphenol A affects the expression of SNORA71A mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA71A	26777	bisphenol A results in decreased expression of SNORA71A mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA71B	26776	bisphenol A affects the expression of SNORA71B mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA71C	677839	bisphenol A results in decreased expression of SNORA71C mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA71D	677840	bisphenol A results in decreased expression of SNORA71D mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA72	26775	bisphenol A affects the expression of SNORA72 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA73A	6080	bisphenol A analog results in increased expression of SNORA73A mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA75	654321	bisphenol A results in decreased expression of SNORA75 mRNA	decreases^expression	2	1
bisphenol A	C006780	80-05-7	SNORA79	677845	bisphenol A results in increased expression of SNORA79 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA7A	619563	bisphenol A affects the expression of SNORA7A mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA7B	677797	bisphenol A affects the expression of SNORA7B mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA8	654320	bisphenol A affects the expression of SNORA8 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORA8	654320	bisphenol A results in decreased methylation of SNORA8 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORA80E	677823	bisphenol A results in increased expression of SNORA80E mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORA9B	109616977	bisphenol A results in increased expression of SNORA9B mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORC	389084	bisphenol A affects the methylation of SNORC gene	affects^methylation	1	1
bisphenol A	C006780	80-05-7	SNORD10	652966	bisphenol A affects the expression of SNORD10 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD103B	692235	bisphenol A affects the expression of SNORD103B mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD104	692227	bisphenol A affects the expression of SNORD104 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD104	692227	bisphenol A results in decreased expression of SNORD104 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD114-22	767600	[bisphenol A co-treated with Fulvestrant] results in increased methylation of SNORD114-22 gene	affects^cotreatment|increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORD114-3	767579	bisphenol A results in decreased methylation of SNORD114-3 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORD114-7	767583	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SNORD114-7 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORD115-11	100033448	[bisphenol A co-treated with Fulvestrant] results in decreased methylation of SNORD115-11 gene	affects^cotreatment|decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORD115-37	100033811	bisphenol A results in increased expression of SNORD115-37 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD115-47	100036567	bisphenol A results in increased methylation of SNORD115-47 gene	increases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORD116-10	100033422	bisphenol A results in increased expression of SNORD116-10 mRNA	increases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD116-2	100033414	bisphenol A results in decreased expression of SNORD116-2 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD116-21	100033432	bisphenol A results in decreased expression of SNORD116-21 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD116-8	100033420	bisphenol A affects the expression of SNORD116-8 mRNA	affects^expression	1	1
bisphenol A	C006780	80-05-7	SNORD117	692233	bisphenol A results in decreased expression of SNORD117 mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD119	100113378	bisphenol A results in decreased methylation of SNORD119 gene	decreases^methylation	1	1
bisphenol A	C006780	80-05-7	SNORD12C	26765	bisphenol A results in decreased expression of SNORD12C mRNA	decreases^expression	1	1
bisphenol A	C006780	80-05-7	SNORD15B	114599	bisphenol A affects the expression of SNORD15B mRNA	affects^expression	1	1
